Whisky,Meta Critic,STDEV,#,Cost,Class,Super Cluster,Cluster,Country,Type,Primary Score,image_path_0,image_path_1,image_path_2
Tullibardine 1993 Sauternes,8.13,0.37,5,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Old Pulteney Navigator,8.31,0.36,16,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
GlenDronach 8yo The Hielan,8.4,0.31,17,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Cragganmore 12yo,8.3,0.3,22,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Tullibardine 500 Sherry Finish,8.21,0.3,10,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Mackmyra Special 04,8.73,0.37,8,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Jura 12yo Elixir,8.31,0.44,11,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Timorous Beastie,8.3,0.39,9,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Glencadam 12yo Port Wood Finish,8.29,0.37,6,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Nikka Single Cask Coffey Malt 12yo,9.12,0.48,9,$$$$$,SingleMalt-like,ABC,C,Japan,Malt,3,,,
Yamazaki 18yo,9.11,0.27,23,$$$$$,SingleMalt-like,ABC,C,Japan,Malt,3,,,
Laphroaig Select,8.29,0.38,17,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Ichiro's Malt Double Distilleries,8.66,0.24,10,$$$$$,SingleMalt-like,EF,E,Japan,Malt,3,,,
Tobermory 12yo Bourbon-matured,8.64,0.23,7,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Glen Moray 16yo,8.22,0.56,8,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Glenglassaugh Revival,8.21,0.47,14,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Wemyss Malts The Spice King,8.37,0.31,13,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Mackmyra Special 09,8.59,0.2,4,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Macallan Select Oak,8.21,0.31,14,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Nikka Taketsuru 21yo,8.99,0.29,20,$$$$$,SingleMalt-like,ABC,C,Japan,Malt,3,,,
Glenrothes Vintage Reserve (NAS),8.32,0.35,8,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Arran Malt Sauternes Finish,8.52,0.29,17,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Mackmyra Blomstertid,8.09,0.27,3,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Dalmore Gran Reserva,8.05,0.34,10,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Glenfiddich 14yo Rich Oak,8.51,0.31,14,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Singleton of Glendullan 15yo,8.51,0.29,6,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Mackmyra Moment Jord,8.48,0.75,3,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Mackmyra Special 05,8.47,0.4,7,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Mackmyra Special 08,8.44,0.33,6,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Glenfiddich IPA Cask Finish Experimental Series No. 1,8.4,0.39,21,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Glenlivet Captain's Reserve,8.39,0.2,4,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Smogen Sherry Project 1:2,8.85,0.2,3,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Mackmyra Special 10,8.36,0.49,3,$$$$,SingleMalt-like,EF,E,Sweden,Malt,3,,,
Dalmore 12yo,8.34,0.31,26,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Old Pulteney 12yo,8.33,0.46,31,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Timorous Beastie 12yo Cask Strength,8.61,0.1,3,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Glen Scotia 15yo,8.74,0.33,15,$$$,SingleMalt-like,EF,E,Scotland,Malt,3,,,
Smogen Sherry Project 1:3,8.76,0.26,3,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Arran Malt Port Cask Finish,8.61,0.34,19,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Bunnahabhain Moine (all bottlings),8.64,0.54,16,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
High Coast (Box) Dalvve Sherry Influence,8.76,0.4,4,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Dalmore Cigar Malt,8.42,0.38,8,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Smogen Sherry Project 1:1,8.7,0.11,3,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Smogen Sherry Project 1:4,8.81,0.27,5,$$$$,SingleMalt-like,ABC,C,Sweden,Malt,3,,,
Blair Athol 12yo (F&F),8.4,0.44,9,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Sheep Dip 1999 Amoroso Blended Malt,8.69,0.59,3,$$$,SingleMalt-like,ABC,C,Scotland,Malt,3,,,
Auchentoshan 18yo,8.39,0.38,17,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Balblair 18yo,8.63,0.37,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
BenRiach 18yo Albariza Pedro Ximenez Peated,9.07,0.19,8,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Ledaig 1996,8.44,0.77,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Highland Park 18yo,9.03,0.23,32,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Kilchoman PX Sherry Finish,8.88,0.19,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Mortlach 16yo (F&F),8.7,0.27,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan Sienna,8.69,0.34,18,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Compass Box This is Not a Luxury Whisky,8.86,0.46,15,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan 15yo Fine Oak,8.45,0.48,15,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Springbank 15yo,8.78,0.23,25,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Jura 21yo 200th Anniversary,8.27,0.82,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Ledaig 18yo,8.78,0.58,18,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Nikka Taketsuru 12yo,8.4,0.4,20,$$$$,SingleMalt-like,EF,E,Japan,Malt,2,,,
Arran Malt Sherry Cask Finish,8.37,0.54,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Ohishi Sherry Cask,8.26,0.51,8,$$$$,SingleMalt-like,ABC,C,Japan,Malt,2,,,
Longmorn 15yo,8.81,0.41,8,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Craigellachie 17yo,8.61,0.19,12,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Longrow Red 11yo Australian Shiraz,8.78,0.47,10,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
GlenDronach 19yo Madeira Finish,8.94,0.37,8,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bowmore 10yo Devil's Cask (all batches),8.69,0.39,26,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Mortlach Rare Old,8.41,0.37,18,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Balblair 16yo,8.4,0.42,4,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Nikka Coffey Malt,8.65,0.46,16,$$$$,SingleMalt-like,EF,E,Japan,Malt,2,,,
Bowmore Springtide,9.06,0.68,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glen Grant 25yo,8.87,0.15,3,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Yamazaki Distiller's Reserve,8.49,0.27,10,$$$$,SingleMalt-like,EF,E,Japan,Malt,2,,,
Bunnahabhain 11yo Manzanilla Cask Matured 2008,8.7,0.18,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Arran Malt The Devil’s Punch Bowl (all chapters),8.86,0.31,10,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bladnoch 12yo Sherry Cask (Sheep label),8.98,0.21,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Old Pulteney 18yo,8.56,0.49,7,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenfiddich 18yo,8.55,0.37,28,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Mortlach 12yo,8.55,0.55,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bunnahabhain 18yo,8.99,0.21,24,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Kilchoman Port Cask Matured,8.97,0.21,13,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Arran Malt Sassicaia Wine Cask Finish,8.75,0.19,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Arran Malt 21st Anniversary Edition,8.99,0.13,6,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenlivet 18yo,8.56,0.24,28,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Deanston 18yo (Bourbon Finish),8.53,0.34,11,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenfarclas 25yo,8.75,0.28,23,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Lismore 21yo,8.4,0.18,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glengoyne 17yo,8.52,0.36,17,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Macallan Edition No. 4,8.87,0.36,13,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Mortlach 16yo,8.86,0.21,13,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Mortlach Special Strength,8.76,0.61,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Highland Park 17yo The Dark,9.0,0.39,14,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenmorangie Signet,8.95,0.35,28,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Jura 18yo,7.99,0.68,9,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Jura 21yo,8.37,0.77,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glen Grant 18yo,8.51,0.57,12,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Longrow Red 11yo Cabernet Sauvignon,8.76,0.45,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Royal Brackla 16yo,8.5,0.29,12,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Dalmore 18yo,8.5,0.39,18,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Tomatin Oloroso Sherry 1995,8.51,0.58,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Compass Box Last Vatted Malt,9.08,0.16,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan Edition No. 5,8.66,0.3,8,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Caol Ila 18yo Unpeated 2017,8.88,0.29,15,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Dalmore Cigar Malt Reserve,8.28,0.66,15,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan 18yo Fine Oak,8.69,0.26,9,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Ohishi Sherry Single Cask,8.65,0.43,8,$$$$,SingleMalt-like,ABC,C,Japan,Malt,2,,,
Ben Nevis 18yo The Maltman,8.64,0.34,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenfiddich 21yo Gran Reserva,8.64,0.39,18,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Longrow Red 14yo Burgundy Wood,8.64,0.64,6,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Balblair 1989,8.63,0.39,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Royal Brackla 21yo,8.8,0.21,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Ohishi Brandy Cask,8.09,0.35,4,$$$$,SingleMalt-like,EF,E,Japan,Malt,2,,,
Dalmore King Alexander III,8.32,0.45,14,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Balvenie 17yo Doublewood,8.63,0.31,19,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Auchentoshan 21yo,8.78,0.26,15,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bladnoch 15yo Adela,8.32,0.34,9,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Kilchoman Madeira Cask Matured,8.56,0.53,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenmorangie 18yo,8.72,0.27,21,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenrothes 18yo,8.62,0.33,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Kilchoman Sherry Single Cask,8.62,0.62,17,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Aberfeldy 21yo,8.76,0.22,10,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Longrow Red 12yo Pinot Noir Finish,8.83,0.3,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Cragganmore NAS (Special Release 2016),8.75,0.64,5,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenfiddich 19yo Age of Discovery (Bourbon Cask),8.73,0.27,10,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Macallan Edition No. 2,8.89,0.24,23,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Old Pulteney 17yo,8.77,0.28,25,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glengoyne 18yo,8.61,0.34,19,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Tobermory 15yo,8.59,0.36,18,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan Edition No. 3,8.74,0.25,15,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Macallan Edition No. 1,8.78,0.45,11,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glen Grant Five Decades,8.8,0.21,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Tomatin Decades,8.91,0.56,9,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenmorangie Astar,8.83,0.33,21,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenmorangie The Taghta,8.66,0.33,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenmorangie Companta,8.82,0.56,14,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Glenmorangie Bacalta,8.78,0.32,8,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Macallan Edition No. 6,9.02,0.28,5,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bruichladdich Port Charlotte 2009 MC:01,8.78,0.28,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Arran Malt 18yo,8.93,0.15,19,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
BenRiach 21yo Tawny Port Finish,8.65,0.27,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Tomatin Cu Bocan 2005 Limited Edition,8.66,0.46,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Caol Ila 17yo Unpeated 2015,8.66,0.44,14,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Glenlivet 21yo Archive (all batches),8.81,0.26,15,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Old Pulteney 25yo,8.94,0.21,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Bruichladdich 21yo Cuvée 640 Eroica,8.8,0.43,11,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
AnCnoc 22yo,8.84,0.31,13,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Bruichladdich 21yo Cuvée 382 La Berenice,8.8,0.59,10,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2,,,
Balblair 1990 (all releases),8.83,0.23,15,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2,,,
Arran Malt Pomerol Bordeaux Cask Finish,8.32,0.7,8,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Old Pulteney 15yo,8.74,0.41,9,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Arran Malt Napoleon Cognac Finish,8.73,0.7,5,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Laphroaig Cairdeas 2013 Port Wood,8.99,0.45,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Balvenie 12yo Single Barrel,8.72,0.37,18,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenlivet Cipher,8.58,0.34,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glen Garioch 16yo Renaissance Chapter 2,8.2,0.49,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Bruichladdich The Organic 2009,8.66,0.44,5,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
"Bruichladdich The Organic (Mid Coul, Coulmore, Mains of Tullibardine Farms)",8.64,0.26,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Game of Thrones House Baratheon Royal Lochnagar 12 ans,8.27,0.31,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Tomatin Cu Bocan Sherry Edition,8.29,0.29,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenfiddich Project XX Experimental Series No. 2,8.7,0.26,14,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Kilkerran Work in Progress Sherry Wood,8.64,0.36,15,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenrothes Vintage 1995 (all bottlings),8.61,0.31,18,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Highland Park Dark Origins,8.45,0.46,26,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Timorous Beastie 18yo,8.62,0.28,5,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Singleton of Glen Ord 18yo,8.47,0.35,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Sheep Dip Old Hebridean 1990 Blended Malt,9.03,0.22,7,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Highland Park Full Volume,8.79,0.22,16,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glen Garioch 15yo Renaissance Chapter 1,8.77,0.22,8,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Benrinnes 15yo F&F,8.27,0.84,7,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
AnCnoc 18yo,8.71,0.32,15,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Bruichladdich The Organic (all editions),8.59,0.29,15,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenlivet Nadurra First Fill (White Oak),8.92,0.25,5,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Bruichladdich The Organic 2010,8.92,0.17,4,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenmorangie The Tayne,8.4,0.36,11,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Jura Seven Wood,8.26,0.22,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glen Scotia Victoriana,8.59,0.4,13,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenlivet Nadurra Cask Strength (NAS),8.8,0.12,3,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Jura 16yo Diurach's Own,8.46,0.38,16,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
BenRiach 17yo Solstice Peated Port (both editions),9.0,0.28,18,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Benromach 10yo Cask Strength (100 proof),9.0,0.16,17,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenfiddich 15yo Distillery Edition,8.67,0.28,20,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Highland Park Valkyrie,8.61,0.21,11,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Arran Malt Sherry Single Cask,8.48,0.53,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Laphroaig PX Triple Matured,8.54,0.62,24,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenrothes Elders' Reserve,8.21,0.71,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Ben Nevis 10yo Cask Strength,8.53,0.44,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glencadam 14yo Oloroso Sherry Cask Finish,8.65,0.53,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Deveron 18yo,8.25,0.66,8,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Dalwhinnie Distillers Edition,8.53,0.29,13,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glen Garioch 15yo Wine Cask Matured,8.65,0.25,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Compass Box The Story of the Spaniard,8.65,0.26,8,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Royal Brackla 12yo,8.28,0.42,13,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Tullibardine 225 Sauternes Finish,8.29,0.37,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Scapa 16yo,8.31,0.3,17,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenfiddich 14yo Bourbon Barrel Reserve,8.31,0.28,17,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Arran Malt Madeira Wine Cask,8.66,0.45,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
BenRiach 12yo Horizons,8.33,0.39,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Singleton of Dufftown 18yo,8.34,0.14,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Aberfeldy 16yo,8.35,0.24,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Scallywag,8.21,0.54,16,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Bruichladdich Sherry Classic,8.19,0.93,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glenmorangie Duthac,8.5,0.27,9,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Tomatin 18yo,8.65,0.2,17,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Hazelburn 12yo (Springbank),8.61,0.35,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
BenRiach 15yo Tawny Port Finish,8.43,0.31,13,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenlivet Nadurra 16yo,8.83,0.22,28,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Aberfeldy 18yo,8.57,0.3,9,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
AnCnoc 2000,8.61,0.19,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Longrow Red 11yo Port Cask,8.83,0.38,18,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenmorangie Dornoch,8.57,0.47,9,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Scapa Skiren,7.83,0.72,12,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Tomatin 14yo Portwood,8.63,0.31,15,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Dalmore Valour,8.0,0.38,11,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Benromach 15yo,8.63,0.43,16,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glen Garioch Virgin Oak,8.07,0.46,8,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Bowmore 15yo Darkest,8.54,0.35,28,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenrothes Vintage 2001 (all bottlings),8.12,0.59,11,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Tomintoul 12yo Oloroso Sherry,8.17,0.58,11,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Tomatin 15yo,8.36,0.42,9,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Oban Distillers Edition (all vintages),8.68,0.29,21,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Mortlach 15yo (Gordon & MacPhail),8.68,0.34,18,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Arran Malt 17yo,8.84,0.25,11,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Balblair 15yo,8.85,0.1,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Glen Grant 16yo,8.48,0.35,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Dalmore 15yo,8.37,0.41,24,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Dalmore Port Wood Reserve,8.59,0.28,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Jura 16yo,7.94,0.53,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Highland Park Valknut,8.71,0.23,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Benromach Organic,8.5,0.39,19,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Scallywag Cask Strength (all batches),8.72,0.08,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Longmorn 16yo,8.72,0.32,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
BenRiach 17yo Solstice 2nd Peated Port Finish,8.95,0.41,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Arran Malt Bourbon Single Cask,8.85,0.26,10,$$$$,SingleMalt-like,EF,E,Scotland,Malt,1,,,
Longmorn Distiller's Choice,8.01,0.43,9,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Bladnoch Samsara,8.04,0.6,5,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Glenfarclas 105,8.73,0.36,33,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
Bowmore 15yo Laimrig,8.96,0.17,20,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1,,,
